ID,Year_Birth,Education,MaritalStatus,Income,Recency,NumWebPurchases,NumStorePurchases,NumWebVisitsMonth,Response
28685,1988,2n Cycle,Married,23331,92,3,3,8,0
28686,1979,Graduation,Together,75507,56,8,6,3,0
28687,1988,Graduation,Single,20518,58,1,2,5,0
28688,1970,Graduation,Single,30015,28,1,4,5,0
28689,1975,Graduation,Married,74190,49,4,11,2,0
28690,1978,Graduation,Married,66373,57,4,10,3,0
28691,1974,PhD,Together,79632,42,6,9,2,0
28692,1962,PhD,Single,27238,39,3,3,9,0
28693,1967,Graduation,Married,22574,28,2,3,7,0
28694,1954,Graduation,Married,38998,92,2,3,8,0
28695,1965,Graduation,Married,59754,96,5,6,5,1
28696,1964,PhD,Married,45759,13,2,3,7,0
28697,1972,PhD,Together,62220,55,7,5,6,1
28698,1985,Graduation,Married,92533,84,6,11,2,0
28699,1960,Graduation,Married,31454,40,2,3,8,0
28700,1971,Master,Divorced,74290,70,10,10,6,0
28701,1972,PhD,Single,38578,2,3,3,8,0
28702,1978,2n Cycle,Together,38702,71,3,4,6,0
28703,1971,Graduation,Together,38590,65,1,2,8,0
28704,1949,PhD,Together,67911,63,6,11,3,0
28705,1961,PhD,Together,63342,48,8,5,6,0
28706,1949,Master,Together,49912,5,10,7,8,1
28707,1970,Graduation,Single,20587,39,1,2,7,0
28708,1979,2n Cycle,Divorced,13533,45,2,3,7,0
28709,1965,Master,Married,62694,29,9,7,7,0
28710,1970,Graduation,Single,93790,16,6,12,2,1
28711,1967,Graduation,Divorced,57136,18,7,7,6,1
28712,1971,PhD,Divorced,65808,1,5,5,6,0
28713,1985,PhD,Married,18169,40,1,2,8,0
28714,1968,PhD,Single,38236,2,3,4,7,0
28715,1968,Graduation,Together,77382,36,5,12,1,0
28716,1965,Master,Married,62694,29,9,7,7,0
28717,1961,PhD,Divorced,54959,55,9,4,7,1
28718,1974,Graduation,Married,40049,61,3,6,5,0
28719,1978,Graduation,Divorced,63693,63,11,9,6,0
28720,1964,2n Cycle,Married,62905,68,7,8,4,0
28721,1971,Master,Together,57420,22,5,6,7,0
28722,1961,PhD,Married,54456,23,6,7,6,0
28723,1976,PhD,Married,68397,6,6,5,3,0
28724,1964,PhD,Together,46910,36,2,3,6,0
28725,1971,Master,Together,80573,85,4,13,2,0
28726,1979,Master,Together,62499,0,3,6,4,0
28727,1986,Graduation,Married,71952,93,8,8,4,0
28728,1989,Graduation,Single,81217,77,3,11,1,0
28729,1977,PhD,Married,61996,27,6,8,5,1
28730,1981,2n Cycle,Single,24336,82,1,2,7,0
28731,1956,Master,Single,64857,78,7,10,4,0
28732,1991,Graduation,Married,42691,48,5,6,5,0
28733,1966,Graduation,Married,44794,99,2,3,6,0
28734,1945,PhD,Married,70356,20,10,9,6,0
28735,1949,PhD,Widow,54356,62,11,8,8,1
28736,1947,PhD,Together,73059,36,9,13,4,0
28737,1991,Master,Single,90638,29,3,10,1,1
28738,1974,Graduation,Together,33590,65,1,2,7,0
28739,1953,Graduation,Married,70503,73,2,9,6,0
28740,1984,Graduation,Together,26646,26,2,4,6,0
28741,1992,Graduation,Married,34935,71,2,4,7,0
28742,1958,Graduation,Together,46610,4,6,6,6,0
28743,1951,Basic,Married,26997,89,4,5,7,0
28744,1982,2n Cycle,Together,66664,78,5,6,3,0
28745,1983,Graduation,Married,39922,30,3,4,8,0
28746,1974,PhD,Single,39190,91,2,4,5,0
28747,1968,2n Cycle,Married,48985,13,1,3,3,0
28748,1947,PhD,Together,81574,89,4,8,1,0
28749,1970,Graduation,Married,69016,61,8,13,5,0
28750,1973,Master,Married,60432,61,7,5,6,0
28751,1963,PhD,Together,33629,49,3,4,9,0
28752,1951,Graduation,Single,49090,45,7,9,7,0
28753,1976,Master,Single,70893,42,6,10,3,0
28754,1991,Graduation,Together,89891,17,11,8,4,0
28755,1973,2n Cycle,Married,35688,94,4,4,8,0
28756,1979,2n Cycle,Together,60839,72,2,12,8,0
28757,1969,Master,Married,79734,72,4,6,1,0
28758,1979,Graduation,Single,61825,56,4,8,4,0
28759,1979,Graduation,Married,7500,61,1,2,8,0
28760,1957,Graduation,Widow,66033,76,8,7,7,0
28761,1982,Graduation,Married,69109,10,6,7,4,1
28762,1972,PhD,Together,83443,89,6,5,2,0
28763,1979,Master,Divorced,33462,78,2,3,7,0
28764,1952,Graduation,Divorced,51537,27,2,11,8,0
28765,1979,Master,Married,45057,80,2,3,5,0
28766,1968,PhD,Single,38236,2,3,4,7,0
28767,1974,Graduation,Married,67445,63,9,12,6,0
28768,1973,Master,Married,60432,61,7,5,6,0
28769,1976,Basic,Married,7500,59,2,3,8,0
28770,1976,Graduation,Single,37697,82,2,3,6,0
28771,1970,Graduation,Single,61209,73,5,4,2,0
28772,1971,PhD,Married,42403,18,1,3,8,0
28773,1976,Graduation,Married,58597,20,7,9,7,0
28774,1970,Graduation,Together,74854,90,2,5,5,0
28775,1983,2n Cycle,Married,32146,16,2,4,6,0
28776,1991,Master,Single,90638,29,3,10,1,1
28777,1977,PhD,Divorced,34487,94,3,3,9,0
28778,1969,2n Cycle,Married,46831,84,1,2,4,0
28779,1977,Graduation,Single,85072,94,3,10,0,0
28780,1977,PhD,Married,61996,27,6,8,5,1
28781,1975,Graduation,Together,60934,41,6,11,4,0
28782,1978,Graduation,Together,28587,42,2,4,6,0
28783,1966,Graduation,Together,37758,49,1,3,8,0
28784,1964,Graduation,Married,82224,83,6,5,3,0
28785,1955,Graduation,Together,38946,84,3,6,5,0
28786,1980,PhD,Married,43974,19,6,6,7,0
28787,1973,Master,Married,38961,60,2,2,7,0
28788,1960,2n Cycle,Widow,46779,55,0,2,4,0
28789,1978,Graduation,Married,17345,79,2,2,8,0
28790,1965,Master,Married,53843,64,8,3,7,0
28791,1962,PhD,Together,56067,51,7,7,5,0
28792,1976,Master,Together,46106,84,1,2,6,0
28793,1958,PhD,Single,50729,62,6,7,6,0
28794,1987,Graduation,Together,67430,6,11,12,6,0
28795,1980,2n Cycle,Together,25130,10,2,3,7,0
28796,1983,Master,Single,89616,36,7,12,2,1
28797,1976,PhD,Single,42473,72,2,4,5,0
28798,1960,Graduation,Together,70971,28,11,5,7,1
28799,1970,Graduation,Single,22585,23,1,2,9,1
28800,1967,Graduation,Together,54178,79,2,5,2,0
28801,1973,Graduation,Married,34961,77,3,3,7,0
28802,1961,Graduation,Married,16860,19,1,3,7,0
28803,1966,Graduation,Divorced,55686,27,6,5,4,0
28804,1952,Graduation,Single,72228,87,6,8,3,0
28805,1978,Graduation,Married,33039,4,2,4,5,0
28806,1976,Graduation,Divorced,30992,83,1,3,7,0
28807,1972,Basic,Married,14188,40,2,4,6,0
28808,1961,PhD,Married,57072,79,7,13,5,0
28809,1980,Graduation,Single,51766,74,4,4,5,0
28810,1984,PhD,Single,82733,28,8,7,4,1
28811,1976,Graduation,Single,47025,52,6,5,6,0
28812,1964,Master,Married,79143,2,6,13,3,0
28813,1986,Master,Married,27161,41,1,3,7,0
28814,1973,2n Cycle,Divorced,31163,54,1,3,6,0
28815,1959,Graduation,Widow,76320,49,6,4,2,0
28816,1958,PhD,Together,65488,46,3,6,1,0
28817,1975,2n Cycle,Divorced,11448,16,1,2,6,0
28818,1978,Graduation,Divorced,41986,15,3,4,4,0
28819,1973,Graduation,Married,65308,60,7,12,4,0
28820,1951,Master,Together,47352,70,6,5,7,0
28821,1991,Graduation,Together,89891,17,11,8,4,0
28822,1971,Graduation,Married,66303,56,3,11,8,0
28823,1951,Graduation,Married,32871,28,1,3,4,0
28824,1967,PhD,Married,56320,11,5,9,4,0
28825,1973,Graduation,Together,55593,63,6,3,6,0
28826,1975,Graduation,Single,55801,35,7,6,7,0
28827,1983,PhD,Single,87188,73,10,6,3,1
28828,1974,Graduation,Single,69719,99,2,5,1,0
28829,1970,Graduation,Widow,31880,13,1,2,8,0
28830,1952,PhD,Together,69805,50,6,11,2,0
28831,1952,Graduation,Divorced,69142,50,8,7,5,0
28832,1947,Graduation,Single,77457,85,2,10,1,0
28833,1970,Graduation,Single,43020,79,4,4,6,0
28834,1993,Graduation,Single,72354,67,2,6,1,0
28835,1975,Graduation,Divorced,36627,78,0,3,5,0
28836,1971,2n Cycle,Together,26850,10,2,4,4,0
28837,1979,Graduation,Married,17688,82,1,2,8,0
28838,1992,Graduation,Married,34935,71,2,4,7,0
28839,1981,PhD,Married,58293,94,5,6,5,0
28840,1948,PhD,Together,46681,52,4,4,5,0
28841,1974,Master,Together,46014,21,7,8,7,0
28842,1974,PhD,Married,38410,65,5,9,6,1
28843,1971,Master,Together,71499,12,8,13,4,0
28844,1975,Master,Married,7500,19,2,3,5,0
28845,1960,2n Cycle,Single,32218,27,2,3,7,1
28846,1979,2n Cycle,Married,31086,79,1,2,8,0
28847,1957,Graduation,Together,42213,96,5,7,7,0
28848,1949,PhD,Married,80360,56,4,5,2,0
28849,1977,Graduation,Together,33178,9,1,3,4,0
28850,1959,Graduation,Married,18690,77,1,2,8,0
28851,1969,PhD,Married,55212,65,4,11,8,0
28852,1973,Master,Married,38576,2,1,3,7,0
28853,1985,Graduation,Married,31158,62,2,3,8,0
28854,1989,Graduation,Single,21474,0,3,2,7,1
28855,1957,Graduation,Together,21994,4,0,3,5,0
28856,1959,Graduation,Together,38285,96,0,3,2,0
28857,1979,Graduation,Single,60474,25,10,12,7,0
28858,1973,Graduation,Widow,42429,99,1,3,5,0
28859,1962,Master,Single,59247,87,5,9,6,0
28860,1978,Graduation,Married,77583,93,4,9,2,0
28861,1980,Graduation,Married,41850,51,3,3,8,0
28862,1974,2n Cycle,Together,49669,97,5,6,6,0
28863,1969,Graduation,Married,44078,17,2,3,5,0
28864,1970,2n Cycle,Divorced,25959,1,1,2,6,1
28865,1975,Graduation,Single,42160,26,2,4,6,1
28866,1979,Graduation,Married,63777,87,11,6,8,0
28867,1974,Graduation,Married,45837,88,6,5,7,0
28868,1967,Graduation,Married,22574,28,2,3,7,0
28869,1969,Graduation,Married,25293,51,1,2,8,0
28870,1987,Graduation,Married,25545,35,2,3,6,1
28871,1969,PhD,Married,94871,99,8,4,7,1
28872,1959,Graduation,Married,42243,34,2,3,7,0
28873,1959,Graduation,Single,80982,48,11,11,5,0
28874,1964,Graduation,Divorced,41638,68,5,3,8,0
28875,1949,Graduation,Widow,70165,60,3,11,1,0
28876,1972,Graduation,Married,69209,4,5,6,4,0
28877,1989,Graduation,Married,75433,28,2,10,6,0
28878,1951,Graduation,Married,53790,86,7,8,6,0
28879,1971,Master,Married,38196,20,2,4,5,0
28880,1961,Graduation,Married,27116,78,2,3,7,0
28881,1979,Graduation,Together,30545,71,2,3,7,0
28882,1970,PhD,Together,82072,67,3,13,1,0
28883,1966,Master,Married,57183,51,9,7,8,0
28884,1983,Graduation,Single,24072,79,1,2,8,0
28885,1950,PhD,Widow,76842,37,1,7,0,0
28886,1955,Graduation,Widow,79800,65,5,5,3,1
28887,1952,Graduation,Divorced,69142,50,8,7,5,0
28888,1980,2n Cycle,Married,70829,87,4,8,3,0
28889,1959,2n Cycle,Divorced,78353,51,10,11,8,0
28890,1979,Graduation,Together,77298,46,6,11,3,0
28891,1971,Graduation,Widow,45684,37,1,2,7,0
28892,1985,Graduation,Single,70596,68,3,12,2,0
28893,1954,Graduation,Together,75315,14,5,12,2,0
28894,1978,Graduation,Divorced,41986,15,3,4,4,0
28895,1973,Graduation,Married,27803,40,3,4,8,0
28896,1949,Master,Married,81698,4,3,13,1,1
28897,1971,Graduation,Divorced,29819,77,3,3,6,0
28898,1964,Graduation,Married,49096,15,4,4,7,0
28899,1979,Graduation,Married,63777,87,11,6,8,0
28900,1975,2n Cycle,Single,41658,30,1,2,4,0
28901,1953,Graduation,Divorced,62551,27,6,4,3,0
28902,1970,Master,Married,44511,39,8,8,8,0
28903,1960,Graduation,Married,51651,32,6,5,8,0
28904,1976,Graduation,Married,58597,20,7,9,7,0
28905,1976,Master,Single,70893,42,6,10,3,0
28906,1970,PhD,Together,65968,12,5,7,3,0
28907,1950,PhD,Single,48767,79,2,3,5,0
28908,1959,2n Cycle,Divorced,78353,51,10,11,8,0
28909,1954,Graduation,Married,46734,40,6,5,7,0
28910,1979,Graduation,Single,47691,43,1,2,6,0
28911,1989,Graduation,Married,28691,56,1,3,8,0
28912,1990,Graduation,Single,96843,60,6,10,2,1
28913,1961,Graduation,Single,82332,89,5,12,2,1
28914,1962,Graduation,Together,72025,27,4,8,3,0
28915,1973,Graduation,Together,22682,51,2,4,4,0
28916,1972,Master,Single,42394,69,1,3,7,0
28917,1970,Graduation,Single,93790,16,6,12,2,1
28918,1956,Graduation,Single,54252,25,4,5,6,0
28919,1978,PhD,Single,31626,12,2,2,7,1
28920,1988,Graduation,Married,68487,48,9,13,4,0
28921,1973,Graduation,Single,34853,75,2,3,6,0
28922,1960,Master,Together,41275,33,3,3,5,0
28923,1950,PhD,Married,54432,37,1,3,4,0
28924,1986,Graduation,Married,71952,93,8,8,4,0
28925,1988,2n Cycle,Together,45204,93,1,4,3,0
28926,1954,Graduation,Divorced,72071,4,5,8,2,0
28927,1975,2n Cycle,Divorced,11448,16,1,2,6,0
28928,1995,Graduation,Single,34824,65,1,2,6,0
28929,1974,PhD,Together,28440,87,2,3,8,0
28930,1960,Master,Married,89058,18,5,4,2,0
28931,1973,2n Cycle,Married,35688,94,4,4,8,0
28932,1961,Graduation,Single,45938,46,8,6,6,0
28933,1973,Graduation,Single,34853,75,2,3,6,0
28934,1969,Graduation,Married,52413,56,6,12,6,0
28935,1949,Graduation,Together,38823,56,2,3,6,0
28936,1941,PhD,Married,93027,77,7,5,2,0
28937,1974,PhD,Single,39190,91,2,4,5,0
28938,1980,2n Cycle,Single,67506,73,4,6,3,0
28939,1966,Graduation,Single,43602,45,3,2,6,0
28940,1958,Graduation,Together,28087,77,2,2,7,0
28941,1965,Graduation,Together,29672,6,0,3,6,0
28942,1971,Master,Divorced,74290,70,10,10,6,0
28943,1972,Master,Divorced,42618,92,5,4,8,0
28944,1984,Graduation,Single,36108,68,7,4,9,0
28945,1954,Graduation,Divorced,64497,17,11,9,8,1
28946,1963,Graduation,Single,49980,79,3,5,5,0
28947,1979,Graduation,Single,61825,56,4,8,4,0
28948,1966,Graduation,Divorced,48877,27,3,4,7,0
28949,1965,Graduation,Married,61482,39,3,6,2,0
28950,1961,Graduation,Single,82014,48,3,12,6,1
28951,1990,Graduation,Married,18929,15,1,4,6,0
28952,1976,Graduation,Single,20180,27,2,4,7,0
28953,1968,Graduation,Married,51287,10,4,3,7,0
28954,1985,2n Cycle,Single,41473,80,2,3,7,0
28955,1989,PhD,Together,77845,40,3,12,1,0
28956,1976,Graduation,Divorced,40780,30,7,5,9,0
28957,1972,2n Cycle,Married,24884,32,0,3,7,0
28958,1955,2n Cycle,Divorced,41769,31,8,7,8,0
28959,1959,Master,Together,82576,66,2,12,1,0
28960,1962,Graduation,Single,69627,35,8,11,5,0
28961,1968,Graduation,Together,56534,35,10,7,8,1
28962,1976,Master,Married,33181,90,1,2,6,0
28963,1946,PhD,Married,51012,86,4,4,6,0
28964,1953,Graduation,Married,48686,8,1,2,8,0
28965,1976,PhD,Divorced,14849,39,2,4,8,0
28966,1952,2n Cycle,Divorced,63998,42,7,11,4,1
28967,1967,Graduation,Together,75702,77,4,11,8,0
28968,1951,Graduation,Single,60689,23,4,10,3,0
28969,1963,PhD,Divorced,72968,8,5,8,3,1
28970,1989,Graduation,Single,30279,13,1,3,8,0
28971,1963,Master,Together,57288,27,8,8,6,0
28972,1970,2n Cycle,Divorced,25959,1,1,2,6,1
28973,1989,PhD,Together,77845,40,3,12,1,0
28974,1954,Graduation,Divorced,85683,6,2,10,1,1
28975,1948,PhD,Single,60200,3,6,11,6,0
28976,1976,Graduation,Single,79941,72,2,9,1,0
28977,1969,Master,Married,43641,50,2,4,6,0
28978,1972,PhD,Together,62220,55,7,5,6,1
28979,1975,Graduation,Single,56243,26,4,8,5,0
28980,1955,PhD,Single,61284,76,11,8,6,0
28981,1975,Graduation,Married,65106,55,8,13,6,0
28982,1970,2n Cycle,Married,62466,13,6,12,4,0
28983,1963,Basic,Together,14918,52,1,3,6,0
28984,1962,Graduation,Together,50127,88,5,6,6,0
28985,1986,2n Cycle,Together,20491,16,0,2,7,0
28986,1970,PhD,Married,23626,84,3,3,5,0
28987,1951,Master,Together,59385,85,3,4,5,0
28988,1977,Graduation,Together,39771,92,2,3,4,0
28989,1971,PhD,Single,60504,73,6,8,6,0
28990,1971,Graduation,Married,25721,75,1,2,7,1
28991,1969,PhD,Together,53374,34,4,9,9,1
28992,1956,Master,Together,14661,88,1,3,6,0
28993,1951,2n Cycle,Married,78497,44,5,12,2,0
28994,1981,2n Cycle,Together,19414,32,1,3,8,0
28995,1968,Graduation,Single,75922,60,4,9,1,0
28996,1959,Graduation,Together,71706,16,9,7,5,0
28997,1961,Master,Together,74881,48,9,12,5,0
28998,1965,Master,Together,45143,74,6,5,7,0
28999,1968,Graduation,Single,36065,54,3,3,8,0
29000,1952,Basic,Together,13084,29,1,3,6,0
29001,1976,PhD,Married,55424,6,7,9,6,1
29002,1970,Graduation,Together,19656,94,2,3,7,0
29003,1963,PhD,Single,48918,21,1,4,4,0
29004,1983,PhD,Married,92491,71,7,12,3,1
29005,1971,Graduation,Married,18793,14,2,4,8,0
29006,1969,Master,Married,70091,11,5,10,8,0
29007,1976,Graduation,Divorced,31859,77,1,2,7,0
29008,1975,PhD,Married,69283,41,7,13,5,0
29009,1970,Graduation,Divorced,72967,1,7,8,5,1
29010,1945,PhD,Married,65846,68,6,6,4,0
29011,1990,Graduation,Married,18222,70,2,3,8,0
29012,1979,Graduation,Together,77568,30,10,8,5,0
29013,1982,Graduation,Together,71853,29,2,6,1,0
29014,1957,Graduation,Together,50116,68,1,4,5,0
29015,1954,Graduation,Married,38998,92,2,3,8,0
29016,1976,Graduation,Divorced,31859,77,1,2,7,0
29017,1990,Graduation,Married,18351,1,2,3,7,0
29018,1978,Graduation,Together,70440,49,5,7,3,0
29019,1976,PhD,Married,49544,0,5,8,7,0
29020,1974,PhD,Single,71466,86,4,10,1,0
29021,1987,PhD,Married,51563,60,4,10,8,0
29022,1987,Graduation,Single,29236,30,4,3,9,0
29023,1980,Graduation,Married,47850,72,3,4,6,0
29024,1954,Graduation,Together,32144,76,2,3,7,0
29025,1955,Graduation,Married,65210,25,9,8,6,0
29026,1977,Master,Single,36273,80,3,3,6,0
29027,1984,PhD,Married,70643,66,5,4,6,1
29028,1979,Graduation,Divorced,68274,83,4,5,3,0
29029,1973,Graduation,Together,55593,63,6,3,6,0
29030,1989,Master,Divorced,10979,34,3,3,5,0
29031,1944,Master,Widow,45006,90,3,7,3,0
29032,1982,Graduation,Married,69109,10,6,7,4,1
29033,1956,2n Cycle,Together,58821,44,9,9,6,0
29034,1982,2n Cycle,Together,41039,32,8,5,8,0
29035,1961,PhD,Together,63342,48,8,5,6,0
29036,1975,PhD,Divorced,60554,8,8,9,6,0
29037,1973,Graduation,Divorced,71128,80,2,12,7,0
29038,1965,PhD,Single,40760,64,2,3,6,0
29039,1953,PhD,Together,53593,60,7,6,8,0
29040,1975,Master,Married,54730,64,4,8,4,0
29041,1956,Graduation,Married,71866,85,6,10,3,0
29042,1981,Graduation,Married,29009,19,2,3,6,0
29043,1980,Graduation,Together,44010,46,10,6,9,0
29044,1979,Graduation,Together,85693,59,9,11,5,0
29045,1982,Graduation,Together,40479,95,0,3,4,0
29046,1965,Graduation,Married,66480,71,4,7,4,0
29047,1977,Graduation,Married,74985,8,3,7,2,0
29048,1975,Graduation,Married,48178,69,5,4,8,0
29049,1985,2n Cycle,Married,36145,13,4,3,9,1
29050,1958,Graduation,Single,94472,75,5,5,5,0
29051,1968,Graduation,Single,75922,60,4,9,1,0
29052,1952,PhD,Married,54549,8,5,4,7,0
29053,1973,Graduation,Married,79593,70,5,7,2,0
29054,1990,Master,Single,91172,94,4,7,3,1
29055,1978,Graduation,Married,73807,88,5,11,2,0
29056,1975,Graduation,Married,79205,73,6,4,4,1
29057,1987,Graduation,Single,23442,71,1,3,7,0
29058,1962,PhD,Widow,82571,28,6,13,2,0
29059,1966,Graduation,Married,61286,34,7,8,5,0
29060,1961,Graduation,Together,88347,32,4,9,1,0
29061,1985,Graduation,Together,29103,38,1,3,9,0
29062,1974,Graduation,Married,67445,63,9,12,6,0
29063,1973,Master,Married,54108,74,8,9,8,0
29064,1955,Graduation,Widow,79800,65,5,5,3,1
29065,1986,PhD,Together,34320,66,1,2,8,0
29066,1974,Graduation,Together,83145,14,5,11,2,1
29067,1978,Graduation,Married,66373,57,4,10,3,0
29068,1953,Graduation,Single,69267,31,3,5,7,1
29069,1979,Graduation,Single,48526,32,2,4,3,0
29070,1980,Graduation,Together,44010,46,10,6,9,0
29071,1956,Graduation,Married,63943,50,6,6,5,0
29072,1985,Graduation,Married,21355,5,2,2,6,1
29073,1960,Master,Married,47353,93,2,6,5,0
29074,1962,Graduation,Single,50785,27,2,3,6,0
29075,1965,PhD,Divorced,47025,6,1,2,7,0
29076,1973,PhD,Single,48432,3,7,6,8,1
29077,1948,PhD,Together,46681,52,4,4,5,0
29078,1986,Graduation,Single,,19,27,0,1,0
29079,1963,Graduation,Divorced,68118,51,8,4,6,0
29080,1972,Graduation,Married,36026,34,2,3,6,0
29081,1954,Graduation,Divorced,70044,46,7,5,5,0
29082,1984,Graduation,Single,34738,51,1,3,6,0
29083,1963,PhD,Single,48918,21,1,4,4,0
29084,1952,Graduation,Divorced,49638,71,1,3,2,0
29085,1970,Graduation,Divorced,64713,11,5,7,4,1
29086,1978,Graduation,Married,65819,99,5,10,3,0
29087,1978,2n Cycle,Together,38702,71,3,4,6,0
29088,1983,2n Cycle,Single,81698,1,8,5,5,1
29089,1983,PhD,Married,92491,71,7,12,3,1
29090,1973,PhD,Together,39435,16,3,2,7,0
29091,1956,Master,Together,54603,85,4,4,7,0
29092,1967,2n Cycle,Together,67309,76,9,9,7,0
29093,1966,Graduation,Single,63810,45,4,12,8,0
29094,1957,Graduation,Together,42213,96,5,7,7,0
29095,1967,Graduation,Married,42664,44,1,3,6,0
29096,1970,Graduation,Single,83273,98,4,9,7,0
29097,1967,Graduation,Single,25930,87,1,2,7,0
29098,1968,Master,Divorced,27071,90,2,3,6,0
29099,1986,Master,Married,27161,41,1,3,7,0
29100,1974,PhD,Married,61917,83,2,4,5,0
29101,1979,Graduation,Divorced,68274,83,4,5,3,0
29102,1971,Graduation,Widow,30372,33,2,3,7,0
29103,1968,PhD,Divorced,42564,28,6,4,7,1
29104,1986,Master,Together,42386,43,3,3,8,0
29105,1969,Graduation,Single,18589,89,2,3,7,0
29106,1966,Graduation,Together,70713,23,5,8,3,0
29107,1966,Graduation,Together,37758,49,1,3,8,0
29108,1975,PhD,Single,52614,63,2,8,8,0
29109,1955,PhD,Married,59821,11,11,7,8,0
29110,1957,Graduation,Together,42213,96,5,7,7,0
29111,1963,Graduation,Single,30983,50,4,3,8,1
29112,1981,2n Cycle,Married,51111,83,2,3,6,0
29113,1963,PhD,Widow,52278,24,10,10,8,0
29114,1986,PhD,Single,69867,30,3,8,1,1
29115,1993,Graduation,Single,70515,12,6,4,2,1
29116,1989,Graduation,Single,18358,49,3,4,7,0
29117,1954,PhD,Married,62670,57,5,13,3,0
29118,1957,Graduation,Single,64849,42,9,6,5,1
29119,1973,Graduation,Widow,42429,99,1,3,5,0
29120,1984,Graduation,Together,35196,68,6,5,8,1
29121,1989,Graduation,Married,38360,26,2,4,3,0
29122,1976,PhD,Married,16927,50,3,4,8,0
29123,1965,PhD,Divorced,47025,6,1,2,7,0
29124,1959,Master,Widow,33051,15,9,8,9,1
29125,1951,Master,Married,27450,57,2,3,7,0
29126,1977,PhD,Single,42997,91,1,2,7,0
29127,1975,Graduation,Divorced,153924,81,0,0,0,0
29128,1986,Basic,Married,20425,5,2,3,7,0
29129,1970,PhD,Together,77622,3,6,11,3,0
29130,1980,Graduation,Married,43586,26,3,4,8,0
29131,1962,PhD,Married,42769,15,1,4,4,0
29132,1979,Graduation,Married,58025,81,3,10,4,0
29133,1987,Basic,Single,15038,93,2,2,9,0
29134,1983,PhD,Married,23536,53,0,3,3,0
29135,1950,PhD,Widow,56551,48,2,4,4,0
29136,1967,PhD,Together,56575,42,7,7,5,0
29137,1987,Graduation,Together,22434,25,2,3,8,0
29138,1953,Graduation,Divorced,62551,27,6,4,3,0
29139,1983,Graduation,Married,36790,14,2,2,9,1
29140,1978,2n Cycle,Married,36550,74,9,5,9,0
29141,1974,PhD,Single,63159,74,3,8,3,0
29142,1980,Graduation,Married,61014,17,9,4,7,0
29143,1953,Master,Married,67087,40,7,8,4,0
29144,1965,PhD,Married,69969,64,4,6,3,1
29145,1958,PhD,Widow,50520,25,3,3,6,0
29146,1966,Graduation,Together,82427,35,3,12,1,0
29147,1951,Graduation,Together,86610,66,5,6,2,0
29148,1972,Graduation,Married,69209,4,5,6,4,0
29149,1965,Graduation,Divorced,4861,20,0,0,14,0
29150,1958,PhD,Together,37334,44,3,4,4,0
29151,1975,Graduation,Divorced,70300,89,5,13,8,0
29152,1969,Graduation,Divorced,23910,80,2,3,7,0
29153,1961,PhD,Married,54456,23,6,7,6,0
29154,1972,Graduation,Married,80134,40,5,6,6,1
29155,1954,Master,Married,66991,1,4,6,3,0
29156,1976,PhD,Married,16927,50,3,4,8,0
29157,1966,Graduation,Single,37070,30,5,8,7,1
29158,1949,Master,Widow,51529,14,9,5,8,0
29159,1965,2n Cycle,Divorced,64176,52,8,8,6,0
29160,1977,Master,Married,22701,2,1,3,5,0
29161,1972,Master,Single,46423,6,2,4,7,0
29162,1953,Graduation,Married,37716,4,4,3,7,0
29163,1964,Graduation,Married,42523,96,1,4,2,0
29164,1960,Master,Together,83151,93,5,4,3,0
29165,1988,Graduation,Single,66951,46,3,7,1,0
29166,1951,Graduation,Married,34838,62,2,4,6,0
29167,1964,PhD,Married,31686,31,1,3,6,0
29168,1963,Graduation,Single,49980,79,3,5,5,0
29169,1979,Master,Married,32765,49,2,4,5,0
29170,1981,2n Cycle,Single,24336,82,1,2,7,0
29171,1956,PhD,Together,76542,91,4,10,2,0
29172,1960,PhD,Married,49154,69,4,8,6,0
29173,1965,Graduation,Married,69139,23,4,5,4,0
29174,1991,2n Cycle,Single,61618,27,3,8,3,0
29175,1979,2n Cycle,Together,60839,72,2,12,8,0
29176,1989,Graduation,Single,18358,49,3,4,7,0
29177,1959,PhD,Married,38829,86,3,2,5,0
29178,1957,Graduation,Single,36864,53,5,4,8,1
29179,1965,2n Cycle,Divorced,60161,17,11,8,8,0
29180,1969,Graduation,Single,72679,65,4,5,1,0
29181,1981,PhD,Single,36038,82,3,3,6,0
29182,1989,2n Cycle,Together,38683,80,4,6,7,0
29183,1985,Master,Married,20559,88,2,3,8,0
29184,1978,2n Cycle,Married,26224,39,2,3,6,0
29185,1961,Master,Married,80950,44,6,9,2,0
29186,1972,Graduation,Married,59666,87,3,8,8,0
29187,1960,Graduation,Married,31454,40,2,3,8,0
29188,1985,2n Cycle,Married,36145,13,4,3,9,1
29189,1949,PhD,Divorced,35946,24,0,3,5,0
29190,1979,Master,Married,32765,49,2,4,5,0
29191,1951,PhD,Single,64950,29,11,10,7,0
29192,1967,Graduation,Together,66825,73,4,6,2,0
29193,1969,Graduation,Married,73448,10,7,9,4,0
29194,1976,Master,Married,81929,60,4,10,6,1
29195,1979,Master,Together,62499,0,3,6,4,0
29196,1989,Graduation,Single,81217,77,3,11,1,0
29197,1969,Graduation,Married,42231,99,1,3,5,0
29198,1972,Graduation,Married,36026,34,2,3,6,0
29199,1976,PhD,Married,16927,50,3,4,8,0
29200,1983,Graduation,Married,30096,30,2,3,6,0
